text,label
The environment; the interest and friendliness of the employees; the taste is incredible. It is so beautiful inside that you do not prefer to sit at the bottom of the sea. Depending on the day; there are also things that are not written on the menu; be sure to check it out. Hours have passed since the meal; we are still talking about the beef brisket.,0
Pizza is delicious.. I can say it is one of the rare tastes. Prices are in the 200-300 range and one pizza is more than enough for two people if you are not very hungry. The scenery is already gorgeous.,0
The vegan breakfast made me extremely happy. It was nice.,0
Whatever we ate was good. The Italian Restaurant is the first thing that comes to mind; apart from pizza and pasta; ciger yahni was successful; purslane salad; presentations are successful. Taste point in Datca.,0
Very enjoyable beautiful place. Pizza salad food taste is great.,0
Its breakfast is more satisfying than the places around it.,0
Nice intimate restaurant. Good service. Eye for detail. Clean. Really good food; well presented.,0
The food is delicious but a little pricey. The best Cappucino in DatÃ§a is here..,0
It's a very delicious; beautiful small business; but the appointment is a bit difficult to find; the pizzas are great Cafe Inn pizza and a wonderful 4 cheese and brownie as dessert. Thank you for your good wishes.,0
When I went; I waited for almost 20 minutes for the waiters to take care of me. The taste was not bad. The surrounding was beautiful.,0
"It is a very, very expensive place. It took 30 minutes for 2 drinks to arrive.",0
I had the creamy chicken vegetable stew. It tasted excellent. It was quite satisfying. The environment is beautiful and spacious.,0
quality service and rich menu. the attitude of the staff is really excellent. A business that deserves 5 stars.,0
The sushi was too small so it was not possible to taste the ingredients; the rice was overcooked and lacked flavor; it was missing except for the tail of the shrimp.,0
The staff was very engaged. Service and taste were perfect.,0
Perfect location next to the sea. Music; light in the evening lounge atmosphere. In short; everything is beautiful.,0
"It was very expensive, but taste wasn't bad.",0
Good quality service; nice customer service; they are happy to help with a smile.,0
Scrambled eggs with casserole and toast waited 30 minutes. At 12:30pm the main menu was denied and showed only breakfast available. Prices are much higher than other places.,0
"Nice view, good staff, clean place and nice atmosphere.",0
Nice food and good service; located just near the beach as well.,0
It was very nice to be greeted with a smile when we first entered; we went with my wife; the services are very fast; the empty services are removed immediately; the washbasins were hygienic and clean; and I would recommend a very reasonable place.,0
Kebabs are good; trotters are good; desserts are good. Actually; the decor part of the atmosphere is good. Only a lot of noise comes from the kitchen part. Employees are smiling.,0
If you come to Antep; sit down and taste the Beyran soup; served plain and with garlic.,0
I asked for garlic; but I had a hard time getting the taste of the meat from the garlic flavor. I'll try again with little or no garlic. Quite satisfying. I like the taste too; you should definitely try it.,0
Taste was amazing! Price was not high.,0
When I ate it in the past; it tasted very good; I think the chef has changed. The atmosphere was average.,0
We were very satisfied. I strongly recommend trying it. Delicious appetizers come with the meals.,0
The food tastes good. The atmosphere of the place was not very attractive.,0
We ate 1 mumbar and 1 kusleme and paid 310 TL. The meals were very tasty.,0
Very cheap and delicious!,0
Ayran came when the meal was over; the food was very bitter.,0
Although the prices are a little high; the quality is high so it does not disappoint. The taste was very good; well done!,0
We ordered Etli Ali Nazik Kebab. They said he was the most famous. We ate meat with yogurt. The food was cold.,0
We came because it is a very famous place. They had really delicious food.,0
Ali nazik was 240 tl lahmacun 50 tl even tea with a fee of 5 tl. We visited so many places; this was the most expensive.,0
The taste was very good but the prices were also very high.,0
Located in Gaziantep historical bazaar; the place stands out with its beautiful and spacious ambiance. I liked the place very much; we came for dessert after dinner.,0
I had the chance to taste many flavors; all of them were very good; I was amazed by Ali Nazik Kebab.,0
The restaurant that made our four-day Gaziantep holiday poison! There is already excessive noise; it is impossible to hear the person next to you. The waiters are indifferent; the order takes too long to arrive.,0
"They sold us rotten pistachios, it sucks!",0
I don't know why we ate here despite the exorbitant prices. A portion of kebab or sis meat product starts from 220 TL as of the end of June 2023. Naturally; you expect a good portion; but a tiny portion in the middle of the plate.,0
"A great business that does not compromise on its taste; lahmacun, garlic kebab; yoghurt kebab; the smile of the waiters; everything is in place; thank you very much for the nice service and delicious food.",0
The breakfast was very good; I recommend it; the presentations were also eye-catching. We paid 240tl for the table you see in the photo; including 6 teas and 2 Turkish coffees.,0
The place is beautiful. The staff was very nice. We asked for tiramisu. It was very fresh and beautiful.,0
Beautiful place. The breakfast is said to be good. I had tea in the evening; it was delicious. It tastes like a samovar. The environment is calm. The music is jazz style; suitable for the calm and soft atmosphere.,0
Hookah and ambiance is super!,0
They have a problem with the service; but if you're going to drink tea; they do it well. Your tea is always hot over the fire.,0
Some of the coffee I wanted came spilled; the coffee tasted dry. Also; my wife's order was wrong.,0
Lovely; affordable seafront spot to while away the afternoon smoking nargile and playing backgammon (tavla). Super hospitable employees and enjoyable ambience.,0
A cheap and delicious place. If you are passing by; you should not continue without having a cup of tea.,0
Seaside great view!,2
Prices are nice,2
Bitter; mango; Bodrum tangerine; honey almond; Big Babas; mastic gum; walnut; blackberry and forest fruit definitely recommend..,0
The prices are cheap from the center; the ice cream is legendary; don't miss out; it's worth waiting in line; it's the best ice cream shop in Fethiye. Real milk ice cream,0
Absolutely perfect come try it..,0
Terrible. This is a lie. This is not ice cream! This gum is an ice cream substitute.,0
As I was crossing the road; I noticed that we stopped. The light ad is very good because everything has ice cream icons. The only normal price I've seen in Fethiye is 6 TL.,0
The atmosphere of the place was nice; if you want to taste the ice creams; I can say that it is an ordinary ice cream that you can eat anywhere.,0
It literally gave me the feeling of chewing sugar. It's not even about ice cream.,0
We visited with my friends. The lemon one was great!,0
A great taste. I went on recommendation; it was really true. I also recommend it to you.,0
Their prices are very reasonable and their ice creams are delicious. There is not only ice cream but also dessert sales inside. There are many options for ice cream; which is a very nice detail.,0
On the way to the city center of Fethiye; a sweet place caught our attention. The ice cream cone-shaped totem on the road was very original.,0
The hamburger bread was very nice. I didn't like his meatballs very much.Orders are coming out very quickly; and the working friends are very kind; thank you.,0
A place that makes unorthodox burgers in Samsun. The hamburger bread is big and wide with lots of sesame seeds.,0
It's a very nice place; the hamburger is very nice. The staff is very good; there is a children's playground,0
The place is nice; the waiters work sulkily. The location; service and presentation are beautiful. And his hamburger might be the most mediocre hamburger I've ever had. There is no meat taste in the meatball.,0
Mushroom burger the meat stays thin inside the huge burger bread; and the meat and mushrooms do not stay in the bread because of the sauce applied on the bread.,0
They have really saturated menus. The prices are very good; and as a place with a very nice interior and exterior decor with sea views; I would definitely recommend it at the same time.,0
I never liked the service very bad; when we brought the wrong burger and returned it; we had to wait that much longer. The potatoes were terrible; the only onion rings and mushrooms were beautiful. I will never go to this place again.,0
The burger is successful; but the service is very slow; I came to the place 2 times; they bring the order incorrectly.,0
The menu content is beautifully varied and satisfying.,0
The price was not right; I bought a 2-piece menu; the burger and bread did not taste good.,0
The prices were generally reasonable; the tastes were also good enough.,0
The menus offered by the friendly staff are something else; the flavors we have tasted.,0
"I would like to thank the service in Fethiye branch and especially Mr. Samet; the official here, for his interest and relevance.",0
The menu is incomplete; not much; usually a disaster with happy sweet toys; felt-tip pens and a few cardboard coloring pages.,0
Taste is exactly the same as in classic hamburgers; prices are extra high.,0
Every time I come to Fethiye; I stop by and fill my stomach with pleasure.,0
In general; everything was good; but the tables were not collected during the 35-45 minutes I was there. It was messy inside.,0
The ambiance of the place looks a bit old.,0
They are very fast and the food tastes good too.,0
The potatoes were almost dead and tasteless.,0
I didn't like the gloomy; dark atmosphere of the environment; the toilets are dirty; you are disgusted to wash your hands.,0
There was a hair in the fries; disgusting.,0
In terms of price; it is above Marmaris prices. In other words; there are menus with prices above the average. I was satisfied with almost everything I ate and drank.,0
It is a place where the food is as amazing as the cocktails. The sole fish was very good. employees are very engaged.,0
"Slagethi all nero was excellent. Beef ribs were always tender enough. Cheek, on the other hand; has preserved its taste even though its collection is a little small. If deterioration was to come; the services were passed and the environment was much expected.",0
As we were passing on the road; it was pleasing to our eyes and we dived in. It was good overall.,0
For people living in Marmaris; it is a beautiful place to visit in summer and winter. I recommend you to try liver because they serve it in a way I have never tried before and because of its amazing taste.,0
Wonderful place where you can go with your family and have fun; nice place with live music...,0
Prices were slightly higher than peers.,0
Pukka is a restaurant by the sea where you will have the most beautiful pictures and videos where you can organize a nice organization in Marmaris.,0
Great concept and very tasty food.,0
Popular place for Winter and Summer; food and drink menu wide enough and delicious.,0
Delicious. However; prices are as high as Marmaris in general in 2021.,0
The interior design is simple and pleasant; with balconies and upper floors with sea views.,0
"I can say that my worst flat white experience. ""Would you like milk?"" they said. I drank more milk than coffee.",0
A great starbucks branch located in Bodrum center / bazaar / port. It's great because the layout; the environment; the place and the service are very successful.,0
The place is very narrow; I can say it's the worst starbucks I've ever seen.,0
It was a pleasant snack; a refreshing drink in hot weather.,0
"The view is super, the cleanliness is bad, the location is very good",0
The place is so sweet. but it gets too crowded in the evenings.,0
Familiar coffee that I taste,0
Had to stop by for a take out coffee during the morning hours.,0
Employees are very warm. in a very pleasant location.,0
The employees are very good and caring. Best Starbucks..,0
Here you can find by far the best 4-cheese pizza you can eat in Bodrum. On top of that; you may have reasons to come back again and again with the unusual taste and presentation of the magnolia.,0
A place we found by chance during the winter season. First of all; we sat down to drink coffee and the environment was so spacious and calm that I was able to hold a meeting that I had to do over the web without any problems.,0
I have never seen a pizza with such a thin pizza dough that the material did not fall apart. Pizza mista is a great choice for mixed lovers.,0
It is a very nice place to watch the matches; when it is closed in winter.,0
A pleasant place with a beach; delicious food,0
It is a place where you can both enter at home and spend time with pleasure and eat and drink. The beach is very beautiful; your sea is clean. The food is also very good.,0
It is a business that serves 2 orange juices that are not on the breakfast menu and that I did not order; as if they were on the menu; and charges an extra 40 TL.,0
We sat at the table; 10m away from the water; went for a swim and then came back to our table. They have changing cabins inside; very clean. Tried some cocktails and they were really good; but prices are like in Kos; Greece where we came from.,0
It is a restaurant-bar with an extraordinary ambiance. It has an excellent location on Bodrum Beach. The service is top notch and leaves nothing to be desired.,0
Seaside; pleasant place; mediocre food; owners concerned.,0
Beautifully located restaurant on the beach; very nice staff and very good value for money; would gladly come again.,0
Nice place with a view. Not bad in terms of food but ordinary.,0
A place where you pay for the view. In general; although the breakfast is good; 80tl per person for two people 160tl is a bit high.,0
It has a location by the sea; a layout that allows for indoor and outdoor seating. Their waiters are nervous and sometimes indifferent.,0
It was very nice that the food was delicious; the place was facing the beauty of Alanya Castle and especially all the staff were interested.,0
Good salep was good; the employees were smiling..,0
Food was tasteless. The waiters were not smiling at all.,0
We wanted mint lemonade; they put mint syrup in the lemonade; when we asked; they said that's what we do; but if you don't like it; we'll change it and they changed it.,0
A large spacious place. If you want; you can relax inside and have something to drink.,0
Location is nice. We love it as a family. Pizza was delicious.,0
Stylish; decent and clean place. I advise.,0
In a beautiful location by the sea; sometimes it gets very crowded; the service can be delayed,0
I think it came with a change in taste with the price update.,0
It's nice; but it's very late. I place an order; it arrives an hour later; I would be happy if it was a little faster.,0
A delicious doner.,2
the ambiance was nice.,0
Interest was good; but doner was a complete disaster. First of all; it came cold; there was no proper sauce in it; there was so much onion that I could not taste the meat at all.,0
"Delicious doner. I went there with my friend, that was she's first. She liked too.",0
"Nice place, good price; good quality",0
It was one of the best doner I've ever eaten in my life. Thank you very much.,0
There were problems with cleaning. Chefs must wear gloves.,0
The atmosphere is very nice; the flavors are also very good; but the prices are a bit high.,0
We went for breakfast in the morning; the atmosphere is nice. breakfast items were good and tasty.,0
The cafe was cheap enough; I ate with my family.,0
We ordered breakfast; the table was full. It was truly fascinating. I advise.,0
The indoor atmosphere was nice; but I can't say the same for the outdoor,0
We were very satisfied from the staff to the meal.,0
Ambiance was good.,2
Clean business; I liked it.,0
They didn't care about us when we went.,0
The restaurant is well located and above all it is nicely decorated and clean.,0
Good quality drinks and food.,0
Good location; no parking problem. The business is a little small. The products are considered good.. I didn't like the SakarasÄ± dessert very much. Meat skewer and knife were not bad. Prices are normal..,0
Employees are kind. Food is delicious,0
The okra soup was hot and scrumptious to the broth. The meat loaf and tandoori kebab were excellent. We ate in the garden with pleasure in a cool weather.,0
One of my favorite places in Konya in terms of service; hygiene and taste.,0
It is one of the rare places where I can taste the Etli Ekmek I ate in my childhood.,0
My wife and I liked the meat loaf very well; as the distance between the knives is very good. The downside was that there weren't enough toilets; we waited in line.,0
I had heard that meatloaf was good; but the taste was not that praiseworthy.,0
The food is delicious; but the portions are very small and the prices are so high.,0
Waiters were better than Meram branch. Although the taste of Etliekmek is not very good; you can easily bring your guests from outside the city.,0
Prices are high; even for the yogurt we didn't order; we were charged.,0
Service is very slow. The ayran comes in advance; neither foam remains nor we saw here for the first time that buttermilk is paid.,0
The atmosphere of the place and the interest of the waiters were good. Food came fast and hot. We ordered spicy tabokki; it wasn't bitter; it tasted very good. We ordered cheese kimbab and it had cheddar in it. I don't recommend it to those who don't like seaweed.,0
"Atmosphere of the restourant was amazing, I felt times that I in Korea",0
The products were delicious; the service was fast; the employees were smiling and interested. Bulgogi mildly spiced meat was delicious.,0
We had very high expectations; but unfortunately we did not like it. Chicken was very sweet. Prices are not too high. You wait in line outside.,0
It was really nice; I liked it very much. Moreover; the prices are quite normal. Well done to everyone who worked there.,0
Kimbap wasn't for me; it's a tough flavor.,0
I don't know much about Korean cuisine; but I have tasted it. Chicken with soy sauce was cooked to a great consistency and served warm.,0
I had been to a different Korean restaurant before; the ambiance there really made me feel like I was in Korea. I couldn't feel that feeling here.,0
foods are good. but the environment and service is not a full korean experience.,0
Super taste; best rose rabokki I've ever eaten in my life. At the same time; we ordered a gimbap with kimchi; and we think it suits them very well.,0
A nice place where you can taste examples of Korean cuisine. The closest taste to Turkish cuisine on the menu. Traditional chicken. Prices are very reasonable.,0
The flavor that I ate as a child is here; but there were many queues; as in all parts of Istanbul.,0
Patso starts from 50tl. It comes with lots of potatoes in the bread wrapped in paper; dipped in ketchup or mayonnaise according to your needs. You have to eat standing up. It does not have a special flavor; but it is satisfying,0
There was no place to sit and eat; we ate standing. It tasted good.,0
I have never eaten such a delicious patso until now. Recommended guys. And I went again and I will continue to go again.,0
I ate the big patso with sausage and cheddar; the potatoes are absolutely incomparable with the frozen flavorless potatoes of many places today. It is a perfect form of sausage bread; potatoes and cheddar blended with sauce; and it is satisfying.,0
We ate the classic patso burger. In other words; french fries between fresh sandwich bread; ketchup mayonnaise on top. It tasted very good. No seating; we went to the park right next door and ate there.,0
Prices are not real; we thought it was a camera joke.,0
"It was very crowded, We wait while we're hungry!",0
Crispy on the outside; soft on the inside. It's always hot; it's a little crowded; there's no place to sit.,0
I tried the large patso with sausage and cheddar. It was delicious and fresh. You can try.,0
160-year-old Vefa Bozacisi has not lost its flavor. We can find filled bottles in many places; but it's different to come here and drink. It's definitely fresher to drink on the spot.Vefa BozacÄ±sÄ±,0
It was very nice to taste the boza in the historical place. Way better than other bozas.,0
A historical place intertwined with history. The business is clean and tidy. The staff is very caring.,0
Boza's are beautiful. The ones on sale are also freshly filled and prepared. It looks clean; but I don't know the exact details.,0
Same taste for years. Its historical texture is another beautiful place.,0
The taste is very good; and you can buy some roasted chickpeas; and it will be very high. Employees should be smiling.,0
The number of tables is very small; but no problem; the taste was very good.,0
I don't understand what kind of business it is to sell boza in a foam glass. Offering chickpeas is a tradition next to the spoiler; but in Vefa you have to go and buy it yourself from the shop on the opposite side.,0
Vefa Bozacisi must be the most beautiful place that comes to mind when Boza is mentioned. The groceries are quite affordable.,0
It is a flavor that can be tried when you go to Istanbul.,0
It is not p/p. Doner came cold and that's why it was hard.,0
Eating with this view... It was legendary!,0
There is a place to eat fish and bread across the beautiful place. If the weather is nice; we go to this doner shop; if not there. You can try.,0
They deserve the stars more than enough for their service; hygiene and view; but if we talk about the food; I can say that it was the most delicious in a one-week Istanbul trip without exaggeration.,0
Different from the price on the menu Price has been applied doner is dry and hard.,0
A taste that hasn't changed for years with its legendary view and taste!,0
You can go even for the view... The interest is very beautiful.. Those who want to eat meat (Halal food) should definitely stop by..,0
We finished Iskender and Doner Burger with difficulty two weeks ago; we couldn't start the dessert part because there was no appetite for tail fat.,0
Ambiance was amazing!,2
I think they make very good doner kebabs. We did not have any problems with the service. We parted happily as a family. As for the price; I think such a place has a very good tariff for such a view.,0
"When we asked for a hamburger, we were told that it was not left; but the hamburger came to the side table; I'm breaking two points from here; other than that it was good.",0
"Service, attention is excellent. The masters working in the kitchen love their job. Dining halls and sinks are very stylish; organized and hygienic.",0
The presentation was very successful; the employees were very interested and thoughtful and everything was delicious. We thank you.,0
Food service was also very fast. I ate a delicious Lokum meat. Then I ate an unbelievably good burger.,0
The most successful steak restaurant in the region. It is also a world brand. With its carefully selected meats and cooking technique; it gives the price you what you pay.,0
Prices are so high..,0
I do not recommend the lamb cage at all. But skewered and tenderloin are great. My carrot slice isn't bad. The waiters are interested and polite; but there are difficulties in understanding the order. You would like it cooked well; it comes undercooked.,0
We've been here many times and each time we left satisfied; Lokum meat; spaghetti; nusret hamburger; salad with tulum cheese; etc. very good but of course high in price compared to many places.,0
It's as if your old meticulousness is gone. The cage arrived cold; the salad came for 1; I said two; I did not drink alcohol; but 6 double raki was written in my account; when I told the waiter; he said are you sure you didn't drink?,0
There is a queue at the door; there are wonderful places in SarÄ±yer. I came with the force of my friends; the music chosen is similar to the music played in Italian pizzeria.,0
He's very successful. Even though it was very crowded; the service was incredibly fast.,0
By the lake; with a beautiful view; ducks are swimming next to you. 1 pan of squid; 1 portion of sea bass; 1 salad; 2 50 sized tuborgs; 2 tea 80 TL.,0
The presentations are very good; it obviously has a skilled and attentive chef. Fish and squid are fresh.,0
DEFINITELY DO NOT COME. We came here for breakfast based on the reviews on the way. We said the breakfast called the village breakfast for 2 people. First of all; the employee greeted us disrespectfully; a thousand pieces falling off his face; reluctant movements etc. It didn't taste good either!,0
Right next to the KÃ¶yceÄŸiz lake; the prices are a click above the average; a good business with a panoramic view of the lake.,0
Koycegiz is the most popular restaurant and cafe. You can have a meal with the view of KÃ¶yceÄŸiz lake and sip your cold beer with pleasure.,0
A place we stopped by for breakfast on the way. The place has a beautiful view of KÃ¶yceÄŸiz lake. The owner is very sweet and helped us with everything.,0
It was rainiy but the ambiance was good enough.,0
They bring delicious yoghurt to the dishes; the portions are hearty; with a beautiful view of the lakeside.,0
I recommend the handmade hamburger at a good price; reasonable (50TL) and satisfying. Sprinkled village breakfast (125 TL per person) is a weak; ordinary breakfast.,0
Tantuni was amazing. We just came here to try it.,0
In general; it is delicious; you can ask for both wrap and bread. Although the waiting time is around 10 minutes; the red cabbage and pickled peppers served from the front satisfy you.,0
It is a cheap and delicious place for students.,0
Tantuni was amazing. Thank you Cici Tantuni!,0
The pickles that came after you placed your order were very nice. Tantuni is not bad; you can try it. But I would say it's a little oily.,0
Great tantuni; thanks!,2
The ambiance of the place was a bit dark.,0
I tried tantuni with yoghurt for the first time. The taste was perfect. I would recommend it to everyone. It reminds me of the taste of iskender.,0
Prices are like that.,0
It was very oily; but good in taste. Prices are a little higher than usual.,0
If you want a different taste in KaÅŸ; they serve it by putting meat; chicken or meatballs cooked for a long time on the bun bread; you can order the drink separately with fried potatoes.,0
A fast food restaurant with very friendly staff. It didn't appeal to my taste at all. Undercooked dough and lint meat.,0
Overall it wasn't bad. It was delicious and ice cold. Mohair meat was delicious. The fries were nice. However; the bread that gives the place its name is a disappointment.,0
It has a hearty menu that starts with a very sweet encounter; it was quite delicious; the pepper sauce they made is successful.,0
There are many options on the menu and the average portion price is 50 TL. One portion is very satisfying; but if you don't like dough; you've come to the wrong address. They put the ingredients of your choice between a soft steamed bread.,0
I really liked the handmade basil buttermilk and lemonade. The chicken sandwich is okay; I think the chocolate one has nothing to say; it only had strawberries in it; there could be more fruit like waffles.,0
I can say that cleanliness; taste; warm-blooded employees were absolutely perfect.,0
We came to Bunbun for a snack at noon. We generally liked what we ate; including the vegan ones. We especially loved the one with beetroot. Meaty ones are nice. I really liked their fries.,0
They make hamburgers from bun bread and come with french fries. Quite tasty and satisfying.,0
If you come to KaÅŸ and do not eat bunbun here; you are not considered to have come to KaÅŸ. I would definitely recommend you to try it. Especially the ayran is wonderful.,0
We ordered meatballs and handmade meatballs that were baked for 6 hours. Meatballs were delicious; meat was delicious.,0
Even though it was overcrowded; our orders came very quickly. Except for the kÃ¼nefe; all the treats were delicious. The kÃ¼nefe tasted oily. I recommend you to go to a very clean and relevant place.,0
You get full like crazy in the range of 150-200 per person. It's beautiful inside. Easy to access.,0
Orders that came really shockingly fast and the treats were delicious.,0
The treats were excellent; but I did not like the main dish; it was not fully cooked; other than that; the treats and service were very good.,0
"I always go to this restourant, the treats are constantly renewed and the kebabs are good. There are sweet treats after the meal. The only problem is that it is usually very full and noisy.",0
The treats are constantly being refreshed.. all the waiters are very interested.. The taste was not overly good.,0
There was no delay in meals. As soon as the soup was finished; the meal arrived. The meals are quite delicious.,0
As soon as you sit down; treats come to your table. Abundant; varied and constantly renewed refreshments. It is a recommendation to everyone who got full marks from us...,0
Lots of quality extras and unlimited treats. After the meal; cigarettes are offered as a treat; which is very interesting.,0
This is the best aspava restaurant. The treats were perfect.,0
Appetizers and service came quickly. The glasses are badly scratched. Especially the fries were fresh and delicious. Raw meatballs and stuffed meatballs were like mud without flavor.,0
I recommend profiteroles and meringue; they are their own production. The entrance is suitable for the disabled. It's good that they're paying attention to this.,0
The best place to eat local food in MuÄŸla. Master Fikret's food is excellent. You should definitely stop by here.,0
I went with my friends; their milk desserts were very good.,0
The cheddar pastry was very bad compared to the past. It has reached the level of a normal patisserie; it used to be better.,0
We went to eat dessert as a family and we were satisfied. It was a bit crowded.,0
It's cold and extremely bad; the price of the food is way above its quality; 46 liras for 6 meatballs; 30 minutes or more waiting time. I definitely don't recommend it.,0
Very good quality and expensive also always crowded.,0
Everything you eat is very fresh and delicious. The back of the place is in the concept of a restaurant and the 2nd floor is in the concept of a cafe. We liked it very much.,0
I ate awesome pasta; I recommend to you..,0
It can be preferred for breakfast. The salt of the flakes was a little lacking; so it affects the taste; but it was not a problem.,0
"Bagel / crispy is tasteless; the outer crust is hard, and the tea is tasteless due to its water. Boiled egg craved but I gave up because it was peeled.",0
Prices are very affordable; boyoz is fresh and nice. Finding breakfast items such as olives; cheese and honey in addition to Boyoz also adds to the beauty.,0
The most beautiful boyoz is clear here! Those who claim otherwise should reconsider their taste. I have never eaten such good boyoz in my life.,0
I like it a lot. Prices are reasonable. Many varieties of boyoz available.,0
In terms of taste; minced meat and pastrami were very good. Tahini was medium. Olive was good too.,0
The boyoz with mozzarella was legendary; the salt taste coming from the back really makes the boyoz delicious.,0
It's a very cute oven. It opens early in the morning. Boyozes are very delicious; I loved the one with mozzarella.,0
I ate boyoz for the first time. For me; I guess I wouldn't eat it again. Frankly; it's not a taste that I will look for and miss.,0
I ate a variety of boyoz for the first time and I liked it very much. The service is fast and the atmosphere is friendly. If you come to Izmir; do not pass by here.,0
I came with recommendation and it really tasted good. It doesn't have a very different taste; so I don't think you will have a problem whether it fits your palate or not.,0
It was the best SushiCo restaurant I've experienced. Sushi was perfect and delicious.,0
First of all; our orders came very quickly. Edamame came without salt; which we liked a lot. You can add your own. We ordered tuna and salmon as sashimi. I couldn't eat good sashimi in Istanbul for a long time; unfortunately this place did not pass the exam.,0
Service was good; transportation was easy. Prices are above average. For those who don't like the taste of raw fish; I recommend roles instead of nigiri.,0
The food is fresh; delicious and the atmosphere is quality as always.,0
Pretty good sushi; attentive; friendly service..,0
The flavors were good in general; the prices were a bit high.,0
It didn't suit my taste but my wife loved it. The place was beautiful.,0
Started off well with nice duck sushi and prawn gyoza; but was given wrong meat in pad Thai so sent it back. No apologies. Ordered spring rolls; they never came.,0
Very clean restaurant... Tasty suchi and noodles.,0
We ordered sole fish; fried haddock; fried mussels; and sardines. Our favorite among them was sole fish. The only thing that bothered me was that the men's and women's toilets were a common and single toilet.,0
The taste really lives up to expectations. It is a business that maintains frying fish; which is essentially a fast food; in accordance with its craft. I liked.,0
Very cheap against portions.,0
Our back hurt while eating; the place was clean.,0
Fish and bread are delicious but the place has gone back every year. Cleanliness and hygiene are almost non-existent; employees are weary and reluctant.,0
I think they cook very fast and delicious fish; and they have very sweet employees; I definitely recommend them. I also strongly recommend the pickle juice and sole fish.,0
Prices are a little bit high.,0
We ate our meal on the top floor; the location of the place was beautiful. The flavors and portions were good. I suggest you to eat fish bread.,0
I went to there with my girl friend; I liked fishes but she did not like because fishes are a little bit oily.,0
Portions are huge.. sardines are delicious; fish is very oily; so you have to eat bread. Therefore; the best choice is between bread.,0
There are only Kumru and Kumpir options; the Kumru is not bad; it needs a little more oil; I can't say it's very tasty. The place is beautiful in terms of location; but there is a crowd; so the staff cannot keep up.,0
The material of the kumru is medium quality; the portion is small. We were 3 persons. All three of us had burnt bread.,0
Excellent. I recommend.,2
I ate the best dove I've ever eaten here. Everyone should come!!,0
"Crowded but no problem, flavor is okay.",0
